"","Activity","Subject","Measurement","Triaxial","BodyMotionAcceleration","GravitationalAcceleration","GyroscopeVelocity"
"1010","walking_upstairs","19","mean","Y",-0.0303986615775,-0.3871007085,-0.134514320575
"1011","walking_upstairs","19","mean","Z",-0.151054607725,-0.2210087627,-0.000233248224999999
"1012","walking_upstairs","19","std","X",-0.1287420952375,-0.916495992,-0.4068000325
"1013","walking_upstairs","19","std","Y",0.176349922525,-0.9010448505,-0.17263322355
"1014","walking_upstairs","19","std","Z",-0.1904685504575,-0.83693567475,-0.110117174875
"1015","walking_upstairs","20","mean","X",0.252098317156863,0.777095717058824,0.0659193258862745
"1016","walking_upstairs","20","mean","Y",-0.0282258047588235,-0.479894842941176,-0.174650964745098
"1017","walking_upstairs","20","mean","Z",-0.121023947784314,-0.130117634791765,0.058701941845098
"1018","walking_upstairs","20","std","X",-0.116088676011765,-0.931405014313726,-0.492701193921569
"1019","walking_upstairs","20","std","Y",0.15219632835098,-0.92459435372549,-0.104722161186078
"1020","walking_upstairs","20","std","Z",-0.229249455098039,-0.904064093529412,0.184119332796078
"1021","walking_upstairs","21","mean","X",0.265194544680851,0.781177210851064,0.062608688893617
"1022","walking_upstairs","21","mean","Y",-0.0237218695148936,-0.432309617446808,-0.155622431382979
"1023","walking_upstairs","21","mean","Z",-0.125414265340426,-0.309735038510638,-0.00546829763829787
"1024","walking_upstairs","21","std","X",-0.240808282276596,-0.940911635531915,-0.53190941893617
"1025","walking_upstairs","21","std","Y",0.109787469104255,-0.941523624255319,-0.463136841489362
"1026","walking_upstairs","21","std","Z",-0.219707928574468,-0.932716253829787,0.0517155421740425
"1027","walking_upstairs","22","mean","X",0.248391534566667,0.889454382857143,0.13497880785381
"1028","walking_upstairs","22","mean","Y",-0.0268622561133333,-0.33682691,-0.181458414495238
"1029","walking_upstairs","22","mean","Z",-0.117550861738095,-0.0957978990316667,0.0157359244619048
"1030","walking_upstairs","22","std","X",0.0835738640921429,-0.94063384047619,-0.301491709628571
"1031","walking_upstairs","22","std","Y",0.250067523738095,-0.941620221904762,-0.489417908809524
"1032","walking_upstairs","22","std","Z",-0.109613216345238,-0.913153632142857,-0.157758060642857
"1033","walking_upstairs","23","mean","X",0.249995171031373,0.843438810196078,0.0957940245941176
"1034","walking_upstairs","23","mean","Y",-0.0323844029237255,-0.214481808235294,-0.111564389137255
"1035","walking_upstairs","23","mean","Z",-0.126890616782353,-0.35593445,-0.0325557522333333
"1036","walking_upstairs","23","std","X",-0.243887818513725,-0.933344481568627,-0.550664576666667
"1037","walking_upstairs","23","std","Y",0.0448435785868627,-0.910474557058824,-0.293681861176471
"1038","walking_upstairs","23","std","Z",0.10080118935098,-0.902065910392157,-0.0317301153392157
"1039","walking_upstairs","24","mean","X",0.269881106779661,0.906369500508475,0.0883163772152542
"1040","walking_upstairs","24","mean","Y",-0.0251979434569492,-0.237498409152542,-0.105932947294915
"1041","walking_upstairs","24","mean","Z",-0.114248610966102,-0.227134869152542,0.0248290702830508
"1042","walking_upstairs","24","std","X",-0.344399351355932,-0.962190567457627,-0.577426408813559
"1043","walking_upstairs","24","std","Y",-0.116804488966102,-0.916690779830509,-0.568534124576271
"1044","walking_upstairs","24","std","Z",-0.255601012881356,-0.934952938983051,-0.27459628379661
"1045","walking_upstairs","25","mean","X",0.277995411384615,0.927693239538462,0.0556121923307692
"1046","walking_upstairs","25","mean","Y",-0.0269863524264615,-0.217641282461538,-0.109437658104615
"1047","walking_upstairs","25","mean","Z",-0.126210440292308,0.108230986684615,0.0996227385527692
"1048","walking_upstairs","25","std","X",-0.459775646153846,-0.950878450307692,-0.489011794784615
"1049","walking_upstairs","25","std","Y",-0.223086808769231,-0.931758272769231,-0.433673383846154
"1050","walking_upstairs","25","std","Z",-0.296523975076923,-0.882722399076923,-0.564195608923077
"1051","walking_upstairs","26","mean","X",0.272691394545455,0.942095257090909,-0.0247950825654545
"1052","walking_upstairs","26","mean","Y",-0.0281633797398182,-0.246169656181818,-0.0657601804418182
"1053","walking_upstairs","26","mean","Z",-0.121943461236364,-0.00199310572363636,0.0721458973490909
"1054","walking_upstairs","26","std","X",-0.169006952418182,-0.962011392181818,-0.550274396
"1055","walking_upstairs","26","std","Y",-0.0491726302763636,-0.937858157818182,-0.603097110545455
"1056","walking_upstairs","26","std","Z",-0.404596936545455,-0.929636797636364,-0.3090880546
"1057","walking_upstairs","27","mean","X",0.265770253921569,0.868000278627451,-0.0940344886803922
"1058","walking_upstairs","27","mean","Y",-0.0200953324078431,-0.229278659607843,0.00212499391686275
"1059","walking_upstairs","27","mean","Z",-0.123530438196078,-0.294642640196078,0.140129855776471
"1060","walking_upstairs","27","std","X",-0.295439547254902,-0.956433874705882,-0.562461004705882
"1061","walking_upstairs","27","std","Y",-0.0950104077,-0.947713378627451,-0.587966800588235
"1062","walking_upstairs","27","std","Z",-0.23070787672549,-0.926675381176471,-0.169960785215686
"1063","walking_upstairs","28","mean","X",0.262005841764706,0.854508231764706,-0.129362970764706
"1064","walking_upstairs","28","mean","Y",-0.0279443943478431,-0.333223996666667,0.0212250958019608
"1065","walking_upstairs","28","mean","Z",-0.121514025692157,-0.265207858431373,0.103720987705882
"1066","walking_upstairs","28","std","X",-0.242062430294118,-0.944697800196078,-0.518818227843137
"1067","walking_upstairs","28","std","Y",-0.146753877035294,-0.927641087843137,-0.479319521372549
"1068","walking_upstairs","28","std","Z",-0.28598691372549,-0.900514013333333,-0.189306812833333
"1069","walking_upstairs","29","mean","X",0.265423066877551,0.929258953877551,0.0931989463020408
"1070","walking_upstairs","29","mean","Y",-0.0299465312326531,-0.227120125306122,-0.152328112210204
"1071","walking_upstairs","29","mean","Z",-0.118000587840816,0.0443786011771429,0.0854318123467347
"1072","walking_upstairs","29","std","X",-0.0867715569693878,-0.954189013061225,-0.323904731622449
"1073","walking_upstairs","29","std","Y",-0.122128287642857,-0.923007798367347,0.0461103045102041
"1074","walking_upstairs","29","std","Z",0.0995443502346939,-0.858849467142857,-0.37481514122449
"1075","walking_upstairs","30","mean","X",0.271415642261538,0.93182983,-0.00355974576923077
"1076","walking_upstairs","30","mean","Y",-0.0253311698786154,-0.226647292153846,-0.0779606464676923
"1077","walking_upstairs","30","mean","Z",-0.124697493775385,-0.0221401100714154,0.0814699303289231
"1078","walking_upstairs","30","std","X",-0.350504475230769,-0.954033624307692,-0.493837520761538
"1079","walking_upstairs","30","std","Y",-0.127311157607692,-0.914933936,-0.0840481513184615
"1080","walking_upstairs","30","std","Z",0.0249468034966154,-0.862402791230769,-0.211573579892308
